"0ea05b94-fbdd-4701-9ffb-6b72b89bde35","8da8963e-af34-4246-a8be-6eb200b3e379","931b573a-6a54-40d6-aa29-f1a709962c58","46394.11","2023-08-12T15:29:13.227207560"
"b6e65ac2-0615-4f40-8a9a-25f06c3efbe1","ae76e055-aec8-4da5-ba1e-e04c0b97e900","c6938fa8-4951-4ca4-a1aa-eeceee0cb3f6","580471.53","2023-08-12T15:29:13.227798253"
"b9db0c3f-14a9-47fe-a6aa-280d29069447","1d020223-0342-4030-97aa-fb578f0f5410","4de8aae9-c617-4d4a-a953-90cbab8f3895","726965.28","2023-08-12T15:29:13.228288232"
"03092342-0015-4ba2-b454-233ba88fd1f4","e321f341-e6bb-4be3-9e03-a3c21149a55d","697c900f-800c-4fa7-bf7b-8ae1a834a5ad","615054.95","2023-08-12T15:29:13.228782589"
"f2b0e5c8-cd6c-4c4d-8dcc-0483dd201e0b","4413f703-8c0f-4d23-99df-860983d5e94a","76ab20ff-4383-4084-b908-ea77deac647c","183718.37","2023-08-12T15:29:13.229237173"
"9e604794-cad1-4173-b3a7-2483d77f8136","38213145-2ad5-4558-b259-45e743acd99f","cf491ee0-c6e3-4b07-8cf3-b7d014cbecde","645150.74","2023-08-12T15:29:13.229684496"
"2a036e98-2f16-4689-ae25-4fda25331340","76ab20ff-4383-4084-b908-ea77deac647c","26cd264d-599d-40f8-9bba-0cd5cfa96fbe","324871.10","2023-08-12T15:29:13.229965937"
"9af43e85-3db6-4737-af05-6a52f4229470","c9de2ae7-bf8a-4c9c-aa76-fd039c0d03b5","15c9a79c-2391-4445-8924-f860a87d7b8e","210960.00","2023-08-12T15:29:13.230238788"
"9588bed3-e447-4f9c-bac8-2d18fcb8a3a8","c6938fa8-4951-4ca4-a1aa-eeceee0cb3f6","ba2bae6e-2382-4e9e-9db8-4d016918d833","103783.57","2023-08-12T15:29:13.230445958"
"7772b9db-9b71-413c-a4ac-c0d98f92227e","9e5b1a90-9015-4cc6-8fc6-93914cc9c0a1","ba2bae6e-2382-4e9e-9db8-4d016918d833","917463.63","2023-08-12T15:29:13.230689487"
